1.447e-010,9.3957e-010,9.4729e-010,1.2251e-009,1.1769e-010,1.0939e-009,-8.1996e-010,2.6817e-010,5.9808e-011,9.5501e-010,-3.4149e-010,1.7171e-010,-2.6817e-010,2.3248e-009,-1.5415e-009,-1.0978e-009,-1.0515e-009,6.5789e-010,7.2349e-010,4.5339e-010,1.8463e-009,1.2984e-009,-2.1029e-010,4.3795e-010
3.8673e-009,2.5605e-008,2.6192e-008,3.3468e-008,3.3023e-009,3.0376e-008,-2.2739e-008,7.4646e-009,1.7531e-009,2.6371e-008,-9.4944e-009,4.6099e-009,-7.8698e-009,6.2989e-008,-4.2632e-008,-3.0359e-008,-2.9195e-008,1.8415e-008,2.0039e-008,1.2444e-008,5.1102e-008,3.6254e-008,-5.9308e-009,1.189e-008
5.0204e-008,3.3892e-007,3.521e-007,4.4405e-007,4.5062e-008,4.0994e-007,-3.0659e-007,1.0085e-007,2.448e-008,3.5377e-007,-1.2823e-007,6.0066e-008,-1.1226e-007,8.2715e-007,-5.7358e-007,-4.0831e-007,-3.9459e-007,2.507e-007,2.6988e-007,1.6574e-007,6.8767e-007,4.9223e-007,-8.1532e-008,1.5688e-007
4.2178e-007,2.9029e-006,3.0655e-006,3.8114e-006,3.9844e-007,3.5821e-006,-2.6773e-006,8.8079e-007,2.1683e-007,3.0714e-006,-1.1207e-006,5.0598e-007,-1.0374e-006,7.0087e-006,-5.0023e-006,-3.558e-006,-3.4597e-006,2.2113e-006,2.3548e-006,1.4266e-006,5.994e-006,4.3297e-006,-7.2847e-007,1.3407e-006
2.5778e-006,1.8085e-005,1.9427e-005,2.3784e-005,2.5661e-006,2.2775e-005,-1.7018e-005,5.5886e-006,1.3659e-006,1.9393e-005,-7.1242e-006,3.0962e-006,-6.9839e-006,4.3029e-005,-3.1788e-005,-2.2574e-005,-2.2123e-005,1.4203e-005,1.4964e-005,8.9154e-006,3.8034e-005,2.7734e-005,-4.759e-006,8.3435e-006
1.2214e-005,8.7322e-005,9.5466e-005,0.00011494,1.2829e-005,0.00011225,-8.3878e-005,2.7441e-005,6.4883e-006,9.4873e-005,-3.5095e-005,1.4659e-005,-3.6512e-005,0.00020368,-0.00015686,-0.00011109,-0.00010998,7.0766e-005,7.3813e-005,4.307e-005,0.00018717,0.00013786,-2.4246e-005,4.0306e-005
4.6693e-005,0.00033996,0.00037831,0.00044736,5.1799e-005,0.00044598,-0.00033342,0.00010844,2.396e-005,0.00037399,-0.00013935,5.5837e-005,-0.00015433,0.00077182,-0.00062538,-0.00044095,-0.00044231,0.00028449,0.00029406,0.00016716,0.00074302,0.00055328,-0.00010033,0.00015732
0.00014796,0.001096,0.0012409,0.0014394,0.00017351,0.0014665,-0.0010973,0.00035404,6.94e-005,0.0012195,-0.00045781,0.0001756,-0.00054215,0.0023979,-0.0020691,-0.001449,-0.0014787,0.00094739,0.00097204,0.00053449,0.0024427,0.0018415,-0.0003467,0.00050982
0.00039625,0.0029818,0.00343,0.0038982,0.00049135,0.0040642,-0.0030443,0.00097265,0.00015453,0.0033497,-0.0012673,0.00046415,-0.0016147,0.0061966,-0.0057902,-0.0040125,-0.0041894,0.0026615,0.0027176,0.0014312,0.0067727,0.0051803,-0.0010207,0.0013984
0.00091007,0.0069387,0.0080879,0.0089969,0.0011927,0.0096131,-0.0072102,0.002278,0.00024018,0.0078491,-0.0029923,0.001044,-0.0041389,0.013405,-0.013894,-0.0094783,-0.010202,0.0063882,0.006517,0.0032405,0.016039,0.012486,-0.0025982,0.0032927
0.0018131,0.013946,0.016394,0.017839,0.0025066,0.019569,-0.014699,0.0045901,0.00013579,0.015822,-0.0060736,0.002015,-0.0092391,0.02421,-0.028878,-0.019244,-0.021582,0.013212,0.013548,0.0062247,0.032715,0.026046,-0.0057813,0.0067228
0.0031634,0.024378,0.028664,0.030515,0.0045963,0.034446,-0.025909,0.0080083,-0.00062453,0.027568,-0.010631,0.0033574,-0.018131,0.035871,-0.052373,-0.033707,-0.039982,0.023662,0.024612,0.010091,0.05774,0.047353,-0.011335,0.011984
0.0048774,0.037228,0.043178,0.045056,0.0073985,0.052488,-0.039517,0.012152,-0.0028117,0.041571,-0.016016,0.004856,-0.031533,0.041392,-0.083321,-0.050906,-0.065275,0.036746,0.039329,0.013534,0.088247,0.075381,-0.019688,0.018718
0.006712,0.049811,0.055615,0.057209,0.010517,0.069047,-0.051982,0.0161,-0.007266,0.054113,-0.020557,0.0061603,-0.048954,0.030844,-0.11677,-0.06597,-0.09443,0.04936,0.055603,0.014172,0.11635,0.10536,-0.030391,0.025622
0.0083498,0.05853,0.060155,0.061914,0.013315,0.077836,-0.05848,0.018739,-0.014322,0.060374,-0.021907,0.0070456,-0.068329,-0.0033365,-0.1448,-0.072642,-0.12176,0.056938,0.070023,0.0093202,0.13095,0.12942,-0.041726,0.030602
0.0095568,0.060644,0.052454,0.056275,0.015237,0.074226,-0.055444,0.019438,-0.023113,0.05703,-0.01808,0.0077705,-0.086431,-0.058928,-0.15999,-0.067136,-0.14117,0.055648,0.079327,-0.0024712,0.12306,0.13975,-0.050889,0.03153
0.010301,0.056043,0.03305,0.04223,0.016189,0.058859,-0.043418,0.01859,-0.03127,0.044889,-0.008732,0.0092322,-0.10002,-0.11966,-0.15981,-0.052339,-0.14942,0.045139,0.082194,-0.019878,0.091948,0.13275,-0.054942,0.027348
0.010734,0.047605,0.008527,0.026503,0.016624,0.03863,-0.027926,0.017461,-0.035534,0.029383,0.0042461,0.012615,-0.10707,-0.15963,-0.14861,-0.038837,-0.14831,0.0298,0.080013,-0.038427,0.047608,0.11139,-0.052298,0.018893
0.011075,0.039538,-0.011367,0.016907,0.017127,0.023259,-0.016844,0.017269,-0.033277,0.017748,0.017489,0.018543,-0.1073,-0.15658,-0.13484,-0.040321,-0.14366,0.01695,0.075858,-0.051949,0.0061291,0.083572,-0.043929,0.0087925
0.011524,0.034695,-0.019584,0.017033,0.017738,0.019005,-0.015342,0.018153,-0.024158,0.014312,0.028019,0.026215,-0.10159,-0.1067,-0.1248,-0.064913,-0.14127,0.012501,0.072352,-0.055312,-0.020021,0.057166,-0.033399,0.0002729
0.012327,0.032881,-0.016627,0.023292,0.01764,0.024127,-0.021958,0.018974,-0.010773,0.017344,0.034943,0.03324,-0.09106,-0.029735,-0.11742,-0.10805,-0.14275,0.016992,0.070174,-0.046831,-0.030132,0.035485,-0.025332,-0.0044945
0.013856,0.031563,-0.01033,0.027125,0.015727,0.030157,-0.029215,0.018303,0.0024021,0.020219,0.03968,0.03657,-0.076656,0.041061,-0.10474,-0.1529,-0.14442,0.025163,0.068482,-0.028847,-0.035119,0.01705,-0.022935,-0.0054285
0.016461,0.028388,-0.010086,0.021242,0.0118,0.028665,-0.028949,0.015835,0.011297,0.016424,0.044479,0.034175,-0.059748,0.078645,-0.078029,-0.17925,-0.14031,0.029794,0.066714,-0.006158,-0.048547,6.1669e-006,-0.026024,-0.0041578
0.019983,0.023339,-0.019701,0.0052317,0.0073719,0.01825,-0.018446,0.012929,0.014299,0.0045533,0.050474,0.026476,-0.042863,0.077685,-0.035037,-0.1754,-0.12686,0.027023,0.065808,0.016485,-0.075611,-0.012693,-0.030979,-0.0024466
0.023319,0.018629,-0.034598,-0.013948,0.0050808,0.0057483,-0.0024225,0.011638,0.012683,-0.010762,0.056918,0.016532,-0.029249,0.054835,0.017715,-0.14452,-0.10525,0.019032,0.067476,0.036127,-0.10898,-0.012431,-0.032946,-0.00065657
